match_id,goal_minute,competition_name,season_name,half,home_team,away_team,scoring_team,xg,is_kickoff_team
3890511,3,1. Bundesliga,2015/2016,1,Hertha Berlin,Hannover 96,Hertha Berlin,0.34925008,True
3890384,2,1. Bundesliga,2015/2016,1,Borussia Dortmund,VfB Stuttgart,Borussia Dortmund,0.1640838,True
3890282,46,1. Bundesliga,2015/2016,2,FSV Mainz 05,Hannover 96,FSV Mainz 05,0.51699793,False
3890540,1,1. Bundesliga,2015/2016,1,Bayer Leverkusen,Hertha Berlin,Bayer Leverkusen,0.119708106,False
3890535,0,1. Bundesliga,2015/2016,1,Wolfsburg,Augsburg,Augsburg,0.49411908,True
3890533,47,1. Bundesliga,2015/2016,2,Hertha Berlin,Bayern Munich,Bayern Munich,0.03774275,False
3890531,3,1. Bundesliga,2015/2016,1,FC Köln,Darmstadt 98,FC Köln,0.40188655,False
3890527,48,1. Bundesliga,2015/2016,2,FSV Mainz 05,FC Köln,FSV Mainz 05,0.073249,False
3890520,48,1. Bundesliga,2015/2016,2,Hannover 96,Borussia Mönchengladbach,Hannover 96,0.058244497,False
3890518,48,1. Bundesliga,2015/2016,2,Schalke 04,Borussia Dortmund,Borussia Dortmund,0.093460746,True
3890500,48,1. Bundesliga,2015/2016,2,VfB Stuttgart,Bayer Leverkusen,Bayer Leverkusen,0.12807426,True
3890486,2,1. Bundesliga,2015/2016,1,Hoffenheim,Wolfsburg,Hoffenheim,0.18441215,True
3890485,3,1. Bundesliga,2015/2016,1,Ingolstadt,VfB Stuttgart,Ingolstadt,0.026018983,False
3890480,1,1. Bundesliga,2015/2016,1,FC Köln,Schalke 04,Schalke 04,0.7835,False
3890473,3,1. Bundesliga,2015/2016,1,Schalke 04,Hamburger SV,Hamburger SV,0.13482182,False
3890453,48,1. Bundesliga,2015/2016,2,Bayern Munich,Darmstadt 98,Bayern Munich,0.16318418,False
3890439,45,1. Bundesliga,2015/2016,2,FSV Mainz 05,Schalke 04,Schalke 04,0.2094538,True
3890438,46,1. Bundesliga,2015/2016,2,Hamburger SV,FC Köln,Hamburger SV,0.15354088,False
3890419,3,1. Bundesliga,2015/2016,1,Schalke 04,Werder Bremen,Schalke 04,0.047144983,False
3890418,46,1. Bundesliga,2015/2016,2,Hannover 96,Darmstadt 98,Darmstadt 98,0.9087761,True
3890408,46,1. Bundesliga,2015/2016,2,VfB Stuttgart,Wolfsburg,VfB Stuttgart,0.14662634,False
3890405,47,1. Bundesliga,2015/2016,2,Eintracht Frankfurt,Werder Bremen,Eintracht Frankfurt,0.37978333,True
3890400,3,1. Bundesliga,2015/2016,1,Werder Bremen,FC Köln,Werder Bremen,0.12897424,False
3890379,2,1. Bundesliga,2015/2016,1,Werder Bremen,Hamburger SV,Hamburger SV,0.070966125,True
3890377,4,1. Bundesliga,2015/2016,1,Hoffenheim,Borussia Mönchengladbach,Borussia Mönchengladbach,0.35189396,True
3890377,46,1. Bundesliga,2015/2016,2,Hoffenheim,Borussia Mönchengladbach,Hoffenheim,0.35219172,True
3890365,46,1. Bundesliga,2015/2016,2,Borussia Dortmund,Schalke 04,Borussia Dortmund,0.11911451,True
3890360,46,1. Bundesliga,2015/2016,2,Darmstadt 98,Hamburger SV,Darmstadt 98,0.2276816,True
3890347,48,1. Bundesliga,2015/2016,2,Borussia Dortmund,Augsburg,Augsburg,0.11531164,False
3890335,0,1. Bundesliga,2015/2016,1,Wolfsburg,Hoffenheim,Wolfsburg,0.55218965,True
3890329,45,1. Bundesliga,2015/2016,2,Bayern Munich,Borussia Dortmund,Bayern Munich,0.9355235,True
3890294,48,1. Bundesliga,2015/2016,2,Hoffenheim,Werder Bremen,Hoffenheim,0.31622493,True
3890289,3,1. Bundesliga,2015/2016,1,Eintracht Frankfurt,FC Köln,Eintracht Frankfurt,0.07521727,True
3890280,46,1. Bundesliga,2015/2016,2,FC Köln,Hamburger SV,Hamburger SV,0.22444215,True
3890271,46,1. Bundesliga,2015/2016,2,Schalke 04,Darmstadt 98,Schalke 04,0.24664585,False
3890270,0,1. Bundesliga,2015/2016,1,Hoffenheim,Bayern Munich,Hoffenheim,0.4045285,False
3890265,47,1. Bundesliga,2015/2016,2,Augsburg,Hertha Berlin,Hertha Berlin,0.7835,False
3890262,47,1. Bundesliga,2015/2016,2,Darmstadt 98,Hannover 96,Hannover 96,0.24387507,True
3922242,3,African Cup of Nations,2023,1,Senegal,Côte d'Ivoire,Senegal,0.07703587,True
3922244,46,African Cup of Nations,2023,2,Mali,Burkina Faso,Mali,0.12298096,False
3920385,1,African Cup of Nations,2023,1,Egypt,Mozambique,Egypt,0.10229805,True
3920397,45,African Cup of Nations,2023,2,Equatorial Guinea,Guinea-Bissau,Equatorial Guinea,0.15143515,True
3920388,3,African Cup of Nations,2023,1,Senegal,Gambia,Senegal,0.14239706,True
3920384,3,African Cup of Nations,2023,1,Côte d'Ivoire,Guinea-Bissau,Côte d'Ivoire,0.0564262,False
3939986,46,Copa America,2024,2,Argentina,Peru,Argentina,0.343117,False
3939992,2,Copa America,2024,1,Costa Rica,Paraguay,Costa Rica,0.23077281,True
3939987,48,Copa America,2024,2,Jamaica,Venezuela,Venezuela,0.2765872,True
3939983,47,Copa America,2024,2,Paraguay,Brazil,Paraguay,0.022854283,False
3939974,2,Copa America,2024,1,United States,Bolivia,United States,0.026685437,False
3939969,48,Copa America,2024,2,Argentina,Canada,Argentina,0.28057104,True
3775570,47,FA Women's Super League,2020/2021,2,Brighton & Hove Albion WFC,Everton LFC,Everton LFC,0.76919216,False
3775622,47,FA Women's Super League,2020/2021,2,Manchester United,Tottenham Hotspur Women,Manchester United,0.7835,False
3775643,45,FA Women's Super League,2020/2021,2,West Ham United LFC,Birmingham City WFC,West Ham United LFC,0.19366392,True
3764237,4,FA Women's Super League,2020/2021,1,Birmingham City WFC,Manchester United,Manchester United,0.08903759,True
3764237,46,FA Women's Super League,2020/2021,2,Birmingham City WFC,Manchester United,Manchester United,0.32101402,False
3775594,45,FA Women's Super League,2020/2021,2,Manchester United,Birmingham City WFC,Manchester United,0.4895932,False
3775593,1,FA Women's Super League,2020/2021,1,Chelsea FCW,Reading WFC,Chelsea FCW,0.054482013,True
3775559,3,FA Women's Super League,2020/2021,1,Arsenal WFC,Everton LFC,Arsenal WFC,0.48830628,False
3775543,47,FA Women's Super League,2020/2021,2,Brighton & Hove Albion WFC,Arsenal WFC,Arsenal WFC,0.139064,True
3775569,3,FA Women's Super League,2020/2021,1,Bristol City WFC,Arsenal WFC,Arsenal WFC,0.12898405,False
3775548,47,FA Women's Super League,2020/2021,2,Chelsea FCW,Arsenal WFC,Chelsea FCW,0.038501207,False
3775586,3,FA Women's Super League,2020/2021,1,Arsenal WFC,Tottenham Hotspur Women,Arsenal WFC,0.009035671,False
3775591,46,FA Women's Super League,2020/2021,2,West Ham United LFC,Chelsea FCW,Chelsea FCW,0.38527435,True
3775571,2,FA Women's Super League,2020/2021,1,Aston Villa,Reading WFC,Reading WFC,0.6401367,True
3775628,48,FA Women's Super League,2020/2021,2,Manchester United,West Ham United LFC,Manchester United,0.4476881,False
3775626,1,FA Women's Super League,2020/2021,1,Manchester City WFC,Aston Villa,Manchester City WFC,0.42302936,False
3775625,47,FA Women's Super League,2020/2021,2,Manchester City WFC,Bristol City WFC,Manchester City WFC,0.46942222,True
3775650,46,FA Women's Super League,2020/2021,2,Chelsea FCW,West Ham United LFC,West Ham United LFC,0.4909198,False
3775659,2,FA Women's Super League,2020/2021,1,Reading WFC,Manchester City WFC,Reading WFC,0.120891236,True
3775646,2,FA Women's Super League,2020/2021,1,Aston Villa,Chelsea FCW,Chelsea FCW,0.06928236,False
3775655,48,FA Women's Super League,2020/2021,2,West Ham United LFC,Bristol City WFC,West Ham United LFC,0.18878967,True
3775546,2,FA Women's Super League,2020/2021,1,Tottenham Hotspur Women,Bristol City WFC,Tottenham Hotspur Women,0.06449303,False
3775595,2,FA Women's Super League,2020/2021,1,Bristol City WFC,Brighton & Hove Albion WFC,Bristol City WFC,0.010223568,True
3775583,2,FA Women's Super League,2020/2021,1,Manchester City WFC,Arsenal WFC,Arsenal WFC,0.05295375,True
3775542,3,FA Women's Super League,2020/2021,1,Everton LFC,Bristol City WFC,Everton LFC,0.28529772,False
2275136,47,FA Women's Super League,2019/2020,2,Manchester City WFC,Manchester United,Manchester City WFC,0.019633988,True
2275150,0,FA Women's Super League,2019/2020,1,West Ham United LFC,Manchester United,Manchester United,0.16906805,True
2275150,2,FA Women's Super League,2019/2020,1,West Ham United LFC,Manchester United,West Ham United LFC,0.15838906,False
2275146,3,FA Women's Super League,2019/2020,1,Manchester United,Everton LFC,Manchester United,0.25440297,False
2275085,1,FA Women's Super League,2019/2020,1,Tottenham Hotspur Women,Manchester City WFC,Manchester City WFC,0.3666022,True
2275085,4,FA Women's Super League,2019/2020,1,Tottenham Hotspur Women,Manchester City WFC,Manchester City WFC,0.05564681,True
2275092,0,FA Women's Super League,2019/2020,1,Birmingham City WFC,Manchester City WFC,Manchester City WFC,0.41188952,True
2275122,46,FA Women's Super League,2019/2020,2,Reading WFC,Bristol City WFC,Reading WFC,0.16258322,True
2275122,48,FA Women's Super League,2019/2020,2,Reading WFC,Bristol City WFC,Bristol City WFC,0.61789984,False
2275093,1,FA Women's Super League,2019/2020,1,Birmingham City WFC,Chelsea FCW,Chelsea FCW,0.06844696,True
2275093,47,FA Women's Super League,2019/2020,2,Birmingham City WFC,Chelsea FCW,Chelsea FCW,0.41810954,False
2275097,2,FA Women's Super League,2019/2020,1,Manchester City WFC,Brighton & Hove Albion WFC,Manchester City WFC,0.12358177,True
2275037,48,FA Women's Super League,2019/2020,2,Manchester City WFC,Arsenal WFC,Manchester City WFC,0.090350024,True
2275098,2,FA Women's Super League,2019/2020,1,Brighton & Hove Albion WFC,Arsenal WFC,Arsenal WFC,0.12679422,False
2275108,2,FA Women's Super League,2019/2020,1,Bristol City WFC,Chelsea FCW,Chelsea FCW,0.15813155,True
2275049,3,FA Women's Super League,2019/2020,1,West Ham United LFC,Reading WFC,West Ham United LFC,0.065754496,True
2275132,3,FA Women's Super League,2019/2020,1,Chelsea FCW,Tottenham Hotspur Women,Chelsea FCW,0.033613637,True
2275106,1,FA Women's Super League,2019/2020,1,Manchester City WFC,Bristol City WFC,Manchester City WFC,0.06695969,False
2275028,47,FA Women's Super League,2019/2020,2,Manchester City WFC,Birmingham City WFC,Manchester City WFC,0.27335244,True
19772,48,FA Women's Super League,2018/2019,2,Chelsea FCW,Reading WFC,Chelsea FCW,0.1383416,False
7298,48,FA Women's Super League,2018/2019,2,Manchester City WFC,Chelsea FCW,Manchester City WFC,0.25981876,True
19794,1,FA Women's Super League,2018/2019,1,Chelsea FCW,Bristol City WFC,Chelsea FCW,0.19132055,False
19734,2,FA Women's Super League,2018/2019,1,Everton LFC,Brighton & Hove Albion WFC,Brighton & Hove Albion WFC,0.027966648,True
19718,0,FA Women's Super League,2018/2019,1,Birmingham City WFC,Everton LFC,Birmingham City WFC,0.09221535,True
19811,3,FA Women's Super League,2018/2019,1,Arsenal WFC,Everton LFC,Arsenal WFC,0.117022485,True
19733,48,FA Women's Super League,2018/2019,2,Birmingham City WFC,Manchester City WFC,Birmingham City WFC,0.11666171,True
19765,2,FA Women's Super League,2018/2019,1,Liverpool WFC,Birmingham City WFC,Birmingham City WFC,0.3016244,True
19792,45,FA Women's Super League,2018/2019,2,Bristol City WFC,Yeovil Town LFC,Yeovil Town LFC,0.33504722,True
19735,1,FA Women's Super League,2018/2019,1,Manchester City WFC,West Ham United LFC,Manchester City WFC,0.031074604,False
19759,48,FA Women's Super League,2018/2019,2,Everton LFC,Arsenal WFC,Arsenal WFC,0.3079839,True
19759,49,FA Women's Super League,2018/2019,2,Everton LFC,Arsenal WFC,Arsenal WFC,0.21917944,True
19790,2,FA Women's Super League,2018/2019,1,Manchester City WFC,Brighton & Hove Albion WFC,Manchester City WFC,0.7835,True
19793,48,FA Women's Super League,2018/2019,2,Liverpool WFC,West Ham United LFC,Liverpool WFC,0.6171103,False
19791,1,FA Women's Super League,2018/2019,1,Reading WFC,Arsenal WFC,Arsenal WFC,0.10277202,False
19780,48,FA Women's Super League,2018/2019,2,Liverpool WFC,Brighton & Hove Albion WFC,Brighton & Hove Albion WFC,0.20983464,True
19798,46,FA Women's Super League,2018/2019,2,Manchester City WFC,Everton LFC,Manchester City WFC,0.17203137,False
19809,48,FA Women's Super League,2018/2019,2,Reading WFC,Brighton & Hove Albion WFC,Reading WFC,0.08826195,True
19818,0,FA Women's Super League,2018/2019,1,Manchester City WFC,Yeovil Town LFC,Yeovil Town LFC,0.11034166,False
19801,3,FA Women's Super League,2018/2019,1,Reading WFC,Manchester City WFC,Reading WFC,0.4636114,True
19741,2,FA Women's Super League,2018/2019,1,Arsenal WFC,Reading WFC,Arsenal WFC,0.14567278,False
19741,48,FA Women's Super League,2018/2019,2,Arsenal WFC,Reading WFC,Arsenal WFC,0.17337336,True
3857256,47,FIFA World Cup,2022,2,Serbia,Switzerland,Switzerland,0.15381548,False
3857260,46,FIFA World Cup,2022,2,Saudi Arabia,Mexico,Mexico,0.28809994,False
3857264,45,FIFA World Cup,2022,2,Poland,Argentina,Argentina,0.107545994,True
3857294,48,FIFA World Cup,2022,2,Netherlands,Qatar,Netherlands,0.6883914,False
3857301,47,FIFA World Cup,2022,2,Qatar,Senegal,Senegal,0.038498666,True
3857300,47,FIFA World Cup,2022,2,Argentina,Saudi Arabia,Saudi Arabia,0.080592275,False
3857290,47,FIFA World Cup,2022,2,Switzerland,Cameroon,Switzerland,0.55189455,False
3857281,1,FIFA World Cup,2022,1,Croatia,Canada,Canada,0.08130363,False
3857276,3,FIFA World Cup,2022,1,Canada,Morocco,Morocco,0.024477394,True
3857274,48,FIFA World Cup,2022,2,Netherlands,Ecuador,Ecuador,0.790909,False
3857255,47,FIFA World Cup,2022,2,Japan,Spain,Japan,0.027777622,True
7585,92,FIFA World Cup,2018,2,Colombia,England,Colombia,0.1694467,False
7542,3,FIFA World Cup,2018,1,Portugal,Morocco,Portugal,0.18227948,False
7536,46,FIFA World Cup,2018,2,Belgium,Panama,Belgium,0.009998361,True
7576,3,FIFA World Cup,2018,1,Portugal,Spain,Portugal,0.7835,False
7551,47,FIFA World Cup,2018,2,Germany,Sweden,Germany,0.16725664,True
7580,47,FIFA World Cup,2018,2,France,Argentina,Argentina,0.28001544,True
7581,0,FIFA World Cup,2018,1,Croatia,Denmark,Denmark,0.12611686,True
7581,3,FIFA World Cup,2018,1,Croatia,Denmark,Croatia,0.26349646,False
7549,48,FIFA World Cup,2018,2,Nigeria,Iceland,Nigeria,0.13957413,False
7584,47,FIFA World Cup,2018,2,Belgium,Japan,Japan,0.07330411,True
8657,3,FIFA World Cup,2018,1,Belgium,England,Belgium,0.31685346,True
3817870,48,Indian Super league,2021/2022,2,Goa,Kerala Blasters,Goa,0.5927845,True
3817872,48,Indian Super league,2021/2022,2,Bengaluru,Odisha,Bengaluru,0.7835,False
3817900,45,Indian Super league,2021/2022,2,Chennaiyin,Jamshedpur,Jamshedpur,0.10425395,False
3817880,1,Indian Super league,2021/2022,1,Odisha,Chennaiyin,Chennaiyin,0.38153303,False
3817902,48,Indian Super league,2021/2022,2,Kerala Blasters,East Bengal,Kerala Blasters,0.059658397,False
3817862,46,Indian Super league,2021/2022,2,Mumbai City,Odisha,Mumbai City,0.016550709,True
3817881,47,Indian Super league,2021/2022,2,Jamshedpur,Kerala Blasters,Jamshedpur,0.7835,False
3817883,0,Indian Super league,2021/2022,1,Bengaluru,Jamshedpur,Jamshedpur,0.4674364,False
3817871,2,Indian Super league,2021/2022,1,NorthEast United,Hyderabad,Hyderabad,0.5195184,True
3817875,48,Indian Super league,2021/2022,2,Jamshedpur,Goa,Jamshedpur,0.129187,True
3817890,1,Indian Super league,2021/2022,1,Goa,NorthEast United,NorthEast United,0.0075449734,True
3813302,3,Indian Super league,2021/2022,1,Jamshedpur,NorthEast United,NorthEast United,0.31401712,False
3813306,1,Indian Super league,2021/2022,1,NorthEast United,ATK Mohun Bagan,NorthEast United,0.09943372,False
3813283,3,Indian Super league,2021/2022,1,Chennaiyin,Bengaluru,Chennaiyin,0.17922108,False
3813283,48,Indian Super league,2021/2022,2,Chennaiyin,Bengaluru,Chennaiyin,0.091040425,True
3813282,46,Indian Super league,2021/2022,2,Mumbai City,Kerala Blasters,Kerala Blasters,0.08625331,True
3813269,2,Indian Super league,2021/2022,1,Odisha,Jamshedpur,Jamshedpur,0.091917455,False
3813269,3,Indian Super league,2021/2022,1,Odisha,Jamshedpur,Jamshedpur,0.041702848,False
3817848,2,Indian Super league,2021/2022,1,Goa,ATK Mohun Bagan,ATK Mohun Bagan,0.0374914,True
3817848,45,Indian Super league,2021/2022,2,Goa,ATK Mohun Bagan,ATK Mohun Bagan,0.65483356,False
3813314,1,Indian Super league,2021/2022,1,ATK Mohun Bagan,Kerala Blasters,ATK Mohun Bagan,0.0100472355,True
3813314,49,Indian Super league,2021/2022,2,ATK Mohun Bagan,Kerala Blasters,ATK Mohun Bagan,0.020765888,False
3813312,3,Indian Super league,2021/2022,1,ATK Mohun Bagan,Mumbai City,Mumbai City,0.08972641,False
3813312,46,Indian Super league,2021/2022,2,ATK Mohun Bagan,Mumbai City,Mumbai City,0.09197221,True
3813289,2,Indian Super league,2021/2022,1,Odisha,Bengaluru,Odisha,0.016881144,True
3813284,2,Indian Super league,2021/2022,1,Mumbai City,Jamshedpur,Mumbai City,0.014480962,True
3813284,47,Indian Super league,2021/2022,2,Mumbai City,Jamshedpur,Jamshedpur,0.06350277,True
3813273,2,Indian Super league,2021/2022,1,Odisha,Mumbai City,Odisha,0.074366346,True
3813264,0,Indian Super league,2021/2022,1,ATK Mohun Bagan,Hyderabad,ATK Mohun Bagan,0.03321327,True
3825848,47,La Liga,2015/2016,2,Levante UD,Eibar,Eibar,0.11685529,False
3825860,1,La Liga,2015/2016,1,Levante UD,Atlético Madrid,Atlético Madrid,0.30933404,False
3825871,48,La Liga,2015/2016,2,Las Palmas,Espanyol,Las Palmas,0.09646778,False
3825863,46,La Liga,2015/2016,2,RC Deportivo La Coruña,Las Palmas,RC Deportivo La Coruña,0.500879,True
3825823,1,La Liga,2015/2016,1,Sevilla,Real Sociedad,Real Sociedad,0.05132001,True
3825822,2,La Liga,2015/2016,1,Las Palmas,Valencia,Valencia,0.8999992,True
3825822,49,La Liga,2015/2016,2,Las Palmas,Valencia,Las Palmas,0.7835,True
3825799,49,La Liga,2015/2016,2,Málaga,Valencia,Valencia,0.26349908,False
3825796,48,La Liga,2015/2016,2,Las Palmas,Getafe,Las Palmas,0.49467146,True
3825795,45,La Liga,2015/2016,2,Atlético Madrid,Real Sociedad,Atlético Madrid,0.084600024,True
3825794,47,La Liga,2015/2016,2,Villarreal,Levante UD,Villarreal,0.33874747,True
3825791,47,La Liga,2015/2016,2,Real Betis,Rayo Vallecano,Rayo Vallecano,0.19772242,False
3825790,47,La Liga,2015/2016,2,Sporting Gijón,Espanyol,Espanyol,0.47219685,False
3825770,2,La Liga,2015/2016,1,Real Madrid,Athletic Club,Real Madrid,0.12688906,True
3825643,3,La Liga,2015/2016,1,Real Madrid,Las Palmas,Real Madrid,0.42645687,True
3825572,1,La Liga,2015/2016,1,Real Madrid,Real Betis,Real Madrid,0.24705191,False
3825572,46,La Liga,2015/2016,2,Real Madrid,Real Betis,Real Madrid,0.37434304,True
3825572,49,La Liga,2015/2016,2,Real Madrid,Real Betis,Real Madrid,0.21882027,True
3825774,1,La Liga,2015/2016,1,Getafe,Atlético Madrid,Atlético Madrid,0.65064687,True
3825700,2,La Liga,2015/2016,1,Real Madrid,Rayo Vallecano,Real Madrid,0.11100066,True
3825700,47,La Liga,2015/2016,2,Real Madrid,Rayo Vallecano,Real Madrid,0.28687307,False
3825688,45,La Liga,2015/2016,2,Getafe,Real Sociedad,Getafe,0.08578762,True
3825683,3,La Liga,2015/2016,1,Real Sociedad,Eibar,Eibar,0.40652338,True
3825681,3,La Liga,2015/2016,1,Real Madrid,Getafe,Real Madrid,0.43958077,False
3825675,0,La Liga,2015/2016,1,Rayo Vallecano,Athletic Club,Athletic Club,0.30277362,False
3825674,2,La Liga,2015/2016,1,Atlético Madrid,Espanyol,Atlético Madrid,0.06826506,False
3825670,3,La Liga,2015/2016,1,Levante UD,Real Betis,Real Betis,0.055955414,True
3825626,3,La Liga,2015/2016,1,Real Betis,Espanyol,Espanyol,0.059610553,False
3825616,3,La Liga,2015/2016,1,Málaga,Real Sociedad,Málaga,0.12320166,False
3825608,2,La Liga,2015/2016,1,Eibar,Celta Vigo,Eibar,0.5930534,False
3825601,47,La Liga,2015/2016,2,Rayo Vallecano,Sporting Gijón,Rayo Vallecano,0.6883119,False
3825601,48,La Liga,2015/2016,2,Rayo Vallecano,Sporting Gijón,Sporting Gijón,0.3666314,True
3825899,47,La Liga,2015/2016,2,Getafe,Valencia,Valencia,0.05087416,True
3825852,2,La Liga,2015/2016,1,Las Palmas,Sporting Gijón,Las Palmas,0.10177168,False
3825852,47,La Liga,2015/2016,2,Las Palmas,Sporting Gijón,Sporting Gijón,0.18478537,False
3825637,47,La Liga,2015/2016,2,Barcelona,Eibar,Barcelona,0.2955752,False
3825628,2,La Liga,2015/2016,1,Getafe,Las Palmas,Getafe,0.7596085,True
3825611,46,La Liga,2015/2016,2,RC Deportivo La Coruña,Espanyol,RC Deportivo La Coruña,0.9578172,True
3825598,3,La Liga,2015/2016,1,Atlético Madrid,Getafe,Atlético Madrid,0.081994966,True
3825584,48,La Liga,2015/2016,2,Granada,Villarreal,Villarreal,0.09353596,True
3825859,2,La Liga,2015/2016,1,Granada,Las Palmas,Las Palmas,0.03835872,True
3825655,2,La Liga,2015/2016,1,Rayo Vallecano,Granada,Rayo Vallecano,0.44939902,False
3825654,45,La Liga,2015/2016,2,Celta Vigo,Valencia,Valencia,0.5832797,False
3825766,48,La Liga,2015/2016,2,Real Betis,Valencia,Real Betis,0.62372565,False
3825760,45,La Liga,2015/2016,2,Atlético Madrid,Eibar,Eibar,0.15778422,True
3825763,2,La Liga,2015/2016,1,Rayo Vallecano,Las Palmas,Rayo Vallecano,0.80918306,True
3825758,45,La Liga,2015/2016,2,RC Deportivo La Coruña,Rayo Vallecano,RC Deportivo La Coruña,0.026793852,True
3825756,0,La Liga,2015/2016,1,Sevilla,Levante UD,Sevilla,0.2659651,False
3825756,46,La Liga,2015/2016,2,Sevilla,Levante UD,Sevilla,0.77443796,True
3825749,46,La Liga,2015/2016,2,Levante UD,Las Palmas,Levante UD,0.081170924,True
3825749,48,La Liga,2015/2016,2,Levante UD,Las Palmas,Las Palmas,0.11774002,False
3825747,3,La Liga,2015/2016,1,Athletic Club,Eibar,Eibar,0.59366953,False
3825747,49,La Liga,2015/2016,2,Athletic Club,Eibar,Eibar,0.7835,True
3825744,3,La Liga,2015/2016,1,Espanyol,Villarreal,Espanyol,0.21283269,True
